user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SHD1_0475	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp019416865	GCA_019416865.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp019416865	98.58	0.908	GCA_019416865.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp019416865	98.58	0.908	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 83.19, 0.178; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 87.96, 0.4; GCA_964239055.1, s__Fusobacterium_B sp900541465, 95.0, 83.88, 0.178; GCF_050219445.1, s__Fusobacterium_B sp019416805, 95.0, 84.18, 0.196; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 83.42, 0.17	94.07	11	N/A	N/A
SHD1_0477	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.54	0.889	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.54	0.889	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.53, 0.169; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 86.05, 0.222; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.44, 0.172; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 85.56, 0.169; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 85.51, 0.219; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.04, 0.174; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 85.0, 0.195; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 85.41, 0.22; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 85.22, 0.234; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 86.58, 0.208	96.13	11	N/A	N/A
SHD1_0486	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor_A;s__Pseudoflavonifractor_A sp018374635	GCA_018374635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor_A;s__Pseudoflavonifractor_A sp018374635	98.97	0.815	GCA_018374635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor_A;s__Pseudoflavonifractor_A sp018374635	98.97	0.815	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_014982855.1, s__Pseudoflavonifractor_A gallinarum, 95.0, 92.25, 0.636	97.76	11	N/A	N/A
SHD1_0489	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	GCF_900167005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	95.24	0.88	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_959018045.1, s__Butyricicoccus sp959018045, 95.0, 95.03, 0.759	99.22	11	N/A	N/A
SHD1_0508	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	GCF_000741215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	96.95	0.77	GCF_000741215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum_B	96.95	0.77	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019331775.1, s__Bifidobacterium phasiani, 95.0, 83.65, 0.157; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 90.79, 0.521	92.97	11	N/A	N/A
SHD1_0512	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium hominis	GCF_014306135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium hominis	98.74	0.9	GCF_014306135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium hominis	98.74	0.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000953675.1, s__Paraclostridium sordellii, 95.0, 85.99, 0.312; GCF_964259345.1, s__Paraclostridium bifermentans_B, 95.0, 84.31, 0.272; GCF_001006285.1, s__Paraclostridium benzoelyticum, 95.0, 84.92, 0.187; GCF_051656405.1, s__Paraclostridium sp051656405, 95.7, 84.22, 0.197; GCA_017425305.1, s__Paraclostridium sp017425305, 95.0, 85.98, 0.165; GCF_039521565.1, s__Paraclostridium tenue, 95.02, 95.03, 0.79; GCF_012922555.1, s__Paraclostridium dentum, 95.01, 83.68, 0.199; GCF_030815085.1, s__Paraclostridium ghonii, 95.0, 83.74, 0.172; GCF_051657365.1, s__Paraclostridium sp051657365, 95.0, 85.09, 0.3; GCF_019916025.1, s__Paraclostridium bifermentans, 96.17, 84.9, 0.226	94.67	11	N/A	N/A
SHD1_0515	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp048355915	GCA_048355915.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp048355915	99.92	0.915	GCA_048355915.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp048355915	99.92	0.915	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900553985.1, s__CAG-269 sp900553985, 95.0, 90.73, 0.521; GCA_963558115.1, s__CAG-269 sp963558115, 95.0, 90.09, 0.407; GCA_905215845.1, s__CAG-269 sp905215845, 95.0, 92.05, 0.383; GCA_958413095.1, s__CAG-269 sp958413095, 95.0, 90.23, 0.502	88.16	11	N/A	N/A
SHD1_0521	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.21	0.85	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.21	0.85	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.47, 0.156; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.32, 0.382; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.4, 0.735; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.19, 0.222; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.04, 0.465; GCF_020735465.1, s__Collinsella stercoris, 95.0, 85.39, 0.154; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.28, 0.541; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.31, 0.465; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 94.95, 0.782; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.12, 0.154	97.88	11	N/A	N/A
SHD1_0530	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Allofournierella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Allofournierella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.85	11	0.96105	N/A
SHD1_0543	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina sp963557775	GCA_963557775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina sp963557775	99.34	0.91	GCA_963557775.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina sp963557775	99.34	0.91	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001403635.1, s__Sarcina massiliamazoniense, 95.0, 91.6, 0.655	95.29	11	N/A	N/A
SHD1_0549	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175	GCF_900543175.1	95.86	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175	98.24	0.86	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_021531615.1, s__Fusobacterium_A varium_C, 95.0, 95.32, 0.73; GCA_030527385.1, s__Fusobacterium_A sp030527385, 95.0, 88.79, 0.38; GCF_905200055.1, s__Fusobacterium_A sp900555845, 95.18, 94.15, 0.701	91.5	11	N/A	N/A
SHD1_0550	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	96.32	0.718	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	96.32	0.718	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_037413095.1, s__Bacteroides sp905197435, 95.0, 86.88, 0.362; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 93.91, 0.577; GCF_004793475.1, s__Bacteroides muris, 95.0, 91.51, 0.487	98.34	11	N/A	N/A
SHD1_0555	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900548305	GCA_900548305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900548305	99.96	0.993	GCA_900548305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900548305	99.96	0.993	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900541905.1, s__UMGS1071 sp900541905, 95.0, 90.02, 0.688; GCA_900542375.1, s__UMGS1071 sp900542375, 95.0, 90.6, 0.679; GCA_944384835.1, s__UMGS1071 sp944384835, 95.0, 85.9, 0.412	94.95	11	N/A	N/A
SHD1_0556	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp938036545	GCA_938036545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp938036545	99.3	0.949	GCA_938036545.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp938036545	99.3	0.949	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551135.1, s__UMGS1370 sp900551135, 95.0, 88.86, 0.465; GCA_905215625.1, s__UMGS1370 sp905215625, 95.0, 83.33, 0.156	94.29	11	N/A	N/A
SHD1_0559	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini	GCF_001999985.1	96.19	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini	96.98	0.764	GCF_001999985.1	96.19	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini	96.98	0.764	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900198365.1, s__Helicobacter_A bilis_B, 95.98, 94.97, 0.716; GCF_000686565.1, s__Helicobacter_A bilis, 95.0, 96.83, 0.827	94.25	11	N/A	N/A
SHD1_0562	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.63	0.881	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.63	0.881	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963560155.1, s__Collinsella sp963560155, 95.0, 90.08, 0.46; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.3, 0.473; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 88.98, 0.557; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.06, 0.733; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 85.0, 0.226; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 83.77, 0.155; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 95.0, 0.779; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.06, 0.15; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.19, 0.152; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.16, 0.413	97.88	11	N/A	N/A
SHD1_0563	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis	GCF_000160755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis	99.18	0.926	GCF_000160755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus mirabilis	99.18	0.926	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001654855.1, s__Proteus myxofaciens, 95.0, 83.08, 0.167; GCF_016239305.1, s__Proteus vulgaris_C, 95.0, 84.54, 0.261; GCF_003144395.1, s__Proteus faecis, 95.0, 84.8, 0.271; GCF_011045835.1, s__Proteus cibarius, 96.33, 84.32, 0.264; GCF_011046025.1, s__Proteus sp011046025, 95.77, 84.5, 0.255; GCA_901472505.1, s__Proteus vulgaris, 95.0, 84.55, 0.265; GCF_003144405.1, s__Proteus cibi, 95.0, 84.55, 0.253; GCF_001654965.1, s__Proteus hauseri, 95.0, 83.34, 0.211; GCF_003144535.1, s__Proteus penneri, 95.0, 84.4, 0.279; GCF_011045815.1, s__Proteus vulgaris_B, 95.0, 84.48, 0.258; GCF_002607735.1, s__Proteus alimentorum, 95.0, 84.5, 0.264; GCF_016647575.1, s__Proteus mirabilis_B, 95.22, 84.15, 0.256; GCF_040139125.1, s__Proteus hauseri_B, 95.0, 83.18, 0.187; GCF_003144325.1, s__Proteus terrae, 95.0, 83.95, 0.259; GCF_023100685.1, s__Proteus sp003144375, 95.0, 84.34, 0.273; GCF_030271835.1, s__Proteus appendicitidis, 95.0, 84.57, 0.264; GCF_009914335.1, s__Proteus sp003144505, 95.0, 84.88, 0.272; GCF_033708015.1, s__Proteus sp001722135, 95.0, 84.7, 0.265; GCF_002777965.1, s__Proteus columbae, 95.0, 84.34, 0.26; GCF_014897315.1, s__Proteus sp014897315, 95.0, 83.94, 0.233	95.71	11	N/A	N/A
SHD1_0566	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	GCF_010669225.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.82	0.868	GCF_010669225.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	98.82	0.868	d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963558795.1, s__Megamonas sp963558795, 95.0, 84.68, 0.217; GCF_905197185.1, s__Megamonas sp905197185, 95.0, 93.45, 0.73	94.23	11	N/A	N/A
SHD1_0568	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__Gallispira sp900543365	GCA_900543365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__Gallispira sp900543365	99.52	0.954	GCA_900543365.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__Gallispira sp900543365	99.52	0.954	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Gallispira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902469905.1, s__Gallispira sp900551755, 95.0, 88.83, 0.501	96.09	11	N/A	N/A
SHD1_0569	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp027692445	GCA_027692445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp027692445	99.59	0.882	GCA_027692445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp027692445	99.59	0.882	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900447045.1, s__Clostridium paraputrificum, 95.0, 94.65, 0.805; GCF_902652345.1, s__Clostridium sp018372875, 95.0, 94.78, 0.726	88.92	11	N/A	N/A
SHD1_0579	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	GCF_040094755.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	98.26	0.822	GCF_040094755.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	98.26	0.822	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000025985.1, s__Bacteroides fragilis, 95.0, 87.64, 0.468; GCF_050703425.1, s__Bacteroides fragilis_B, 95.0, 93.45, 0.667; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 87.64, 0.196	96.91	11	N/A	N/A
SHD1_0590	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	GCA_030536995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	99.13	0.896	GCA_030536995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp030536995	99.13	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416265.1, s__Blautia_A sp019416265, 95.0, 87.43, 0.368; GCA_958367245.1, s__Blautia_A sp958367245, 95.0, 93.54, 0.681	94.53	11	N/A	N/A
SHD1_0591	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	GCF_000025985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	99.23	0.904	GCF_000025985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	99.23	0.904	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_040094755.1, s__Bacteroides hominis, 95.0, 87.9, 0.433; GCF_050703425.1, s__Bacteroides fragilis_B, 95.0, 92.05, 0.6; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 97.39, 0.35	96.93	11	N/A	N/A
SHD1_0592	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	GCF_000478885.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	97.3	0.752	GCF_000478885.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia equolifaciens	97.3	0.752	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009755265.1, s__Adlercreutzia rubneri, 95.0, 93.4, 0.621; GCA_902478715.1, s__Adlercreutzia sp902478715, 95.0, 94.95, 0.696; GCA_947426355.1, s__Adlercreutzia sp947426355, 95.0, 85.77, 0.15; GCF_035830635.1, s__Adlercreutzia shanghongiae, 95.0, 84.29, 0.176	97.17	11	N/A	N/A
